dwaCode	title	fileName	action	object	iwaCode	iwaTitle	workActivityCode	workActivityName	taskMappings
4.A.3.a.2.I22.D08	Level machines or equipment.	LevelMachinesEquipment	Level	Machines Equipment	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	3
4.A.3.a.2.I22.D09	Position containers to receive materials or workpieces.	PositionContainersReceiveMaterialsWorkpieces	Position	Containers Receive Materials Workpieces	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I22.D10	Position material handling equipment.	PositionMaterialHandlingEquipment	Position	Material Handling Equipment	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I22.D11	Position hand tools.	PositionHandTools	Position	Hand Tools	4.A.3.a.2.I22	Position tools or equipment	4.A.3.a.2	Handling and Moving Objects	2
4.A.3.a.2.I23.D01	Secure watercraft to docks, wharves or other vessels.	SecureWatercraftDocksWharvesVessels	Secure	Watercraft Docks Wharves Vessels	4.A.3.a.2.I23	Tend watercraft	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I24.D01	Adjust prostheses or other assistive devices.	AdjustProsthesesAssistiveDevices	Adjust	Prostheses Assistive Devices	4.A.3.a.2.I24	Adjust medical equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I24.D02	Adjust dental devices or appliances to ensure fit.	AdjustDentalDevicesAppliancesEnsure	Adjust	Dental Devices Appliances Ensure	4.A.3.a.2.I24	Adjust medical equipment to ensure adequate performance	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I25.D01	Engrave designs, text, or other markings onto materials, workpieces, or products.	EngraveDesignsTextMarkingsOnto	Engrave	Designs Text Markings Onto	4.A.3.a.2.I25	Engrave objects	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I26.D01	Embalm corpses.	EmbalmCorpses	Embalm	Corpses	4.A.3.a.2.I26	Embalm corpses	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I27.D01	Fabricate devices or components.	FabricateDevicesComponents	Fabricate	Devices Components	4.A.3.a.2.I27	Fabricate devices or components	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I27.D02	Fabricate parts or components.	FabricatePartsComponents	Fabricate	Parts Components	4.A.3.a.2.I27	Fabricate devices or components	4.A.3.a.2	Handling and Moving Objects	36
4.A.3.a.2.I27.D03	Fabricate products or components using machine tools.	FabricateProductsComponentsUsingMachine	Fabricate	Products Components Using Machine	4.A.3.a.2.I27	Fabricate devices or components	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I28.D01	Attach decorative or functional accessories to products.	AttachDecorativeFunctionalAccessoriesProducts	Attach	Decorative Functional Accessories Products	4.A.3.a.2.I28	Create decorative objects or parts of objects	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I28.D02	Construct distinctive physical objects for artistic, functional, or commercial purposes.	ConstructDistinctivePhysicalObjectsArtistic	Construct	Distinctive Physical Objects Artistic	4.A.3.a.2.I28	Create decorative objects or parts of objects	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I29.D01	Slaughter animals.	SlaughterAnimals	Slaughter	Animals	4.A.3.a.2.I29	Process animal carcasses	4.A.3.a.2	Handling and Moving Objects	3
4.A.3.a.2.I29.D02	Remove skin or other body parts from animals.	RemoveSkinBodyPartsAnimals	Remove	Skin Body Parts Animals	4.A.3.a.2.I29	Process animal carcasses	4.A.3.a.2	Handling and Moving Objects	2
4.A.3.a.2.I29.D03	Process animal carcasses.	ProcessAnimalCarcasses	Process	Animal Carcasses	4.A.3.a.2.I29	Process animal carcasses	4.A.3.a.2	Handling and Moving Objects	12
4.A.3.a.2.I30.D01	Drill holes in earth or rock.	DrillHolesEarthRock	Drill	Holes Earth Rock	4.A.3.a.2.I30	Drill holes in earth or materials	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I30.D02	Drill holes in construction materials.	DrillHolesConstructionMaterials	Drill	Holes Construction Materials	4.A.3.a.2.I30	Drill holes in earth or materials	4.A.3.a.2	Handling and Moving Objects	12
4.A.3.a.2.I30.D03	Drill holes in parts, equipment, or materials.	DrillHolesPartsEquipmentMaterials	Drill	Holes Parts Equipment Materials	4.A.3.a.2.I30	Drill holes in earth or materials	4.A.3.a.2	Handling and Moving Objects	24
4.A.3.a.2.I31.D01	Groom wigs or hairpieces.	GroomWigsHairpieces	Groom	Wigs Hairpieces	4.A.3.a.2.I31	Groom or style hair	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I31.D02	Trim client hair.	TrimClientHair	Trim	Client Hair	4.A.3.a.2.I31	Groom or style hair	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I32.D01	Set up classroom materials or equipment.	SetUpClassroomMaterialsEquipment	Set	Up Classroom Materials Equipment	4.A.3.a.2.I32	Set up classrooms, facilities, educational materials, or equipment	4.A.3.a.2	Handling and Moving Objects	23
4.A.3.a.2.I32.D02	Arrange childcare or educational settings to ensure physical safety of children.	ArrangeChildcareEducationalSettingsEnsure	Arrange	Childcare Educational Settings Ensure	4.A.3.a.2.I32	Set up classrooms, facilities, educational materials, or equipment	4.A.3.a.2	Handling and Moving Objects	3
4.A.3.a.2.I32.D03	Display student work.	DisplayStudentWork	Display	Student Work	4.A.3.a.2.I32	Set up classrooms, facilities, educational materials, or equipment	4.A.3.a.2	Handling and Moving Objects	11
4.A.3.a.2.I33.D01	Treat facilities to eliminate pests.	TreatFacilitiesEliminatePests	Treat	Facilities Eliminate Pests	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I33.D02	Paint surfaces or equipment.	PaintSurfacesEquipment	Paint	Surfaces Equipment	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I33.D03	Apply paint to surfaces.	ApplyPaintSurfaces	Apply	Paint Surfaces	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I33.D04	Refinish wood or metal surfaces.	RefinishWoodMetalSurfaces	Refinish	Wood Metal Surfaces	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I33.D05	Apply chemical solutions to plants to protect against disease or insects or to enhance growth.	ApplyChemicalSolutionsPlantsProtect	Apply	Chemical Solutions Plants Protect	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	2
4.A.3.a.2.I33.D06	Apply protective or decorative finishes to workpieces or products.	ApplyProtectiveDecorativeFinishesWorkpieces	Apply	Protective Decorative Finishes Workpieces	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	31
4.A.3.a.2.I33.D07	Treat greenery or surfaces with protective substances.	TreatGreenerySurfacesProtectiveSubstances	Treat	Greenery Surfaces Protective Substances	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I33.D08	Apply solutions to production equipment.	ApplySolutionsProductionEquipment	Apply	Solutions Production Equipment	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I33.D09	Apply sealants or other protective coatings.	ApplySealantsProtectiveCoatings	Apply	Sealants Protective Coatings	4.A.3.a.2.I33	Apply protective solutions or coatings	4.A.3.a.2	Handling and Moving Objects	24
4.A.3.a.2.I34.D01	Connect hoses to equipment or machinery.	ConnectHosesEquipmentMachinery	Connect	Hoses Equipment Machinery	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I34.D02	Rewire electrical or electronic systems.	RewireElectricalElectronicSystems	Rewire	Electrical Electronic Systems	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I34.D03	Connect hoses to equipment or piping.	ConnectHosesEquipmentPiping	Connect	Hoses Equipment Piping	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I34.D04	Lay cables to connect equipment.	LayCablesConnectEquipment	Lay	Cables Connect Equipment	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	10
4.A.3.a.2.I34.D05	Thread wire or cable through ducts or conduits.	ThreadWireCableThroughDucts	Thread	Wire Cable Through Ducts	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I34.D06	Run wiring to connect equipment.	RunWiringConnectEquipment	Run	Wiring Connect Equipment	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I34.D07	Connect electrical components or equipment.	ConnectElectricalComponentsEquipment	Connect	Electrical Components Equipment	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	21
4.A.3.a.2.I34.D08	Connect supply lines to production equipment or tools.	ConnectSupplyLinesProductionEquipment	Connect	Supply Lines Production Equipment	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I34.D09	Connect cables or electrical lines.	ConnectCablesElectricalLines	Connect	Cables Electrical Lines	4.A.3.a.2.I34	Connect components or supply lines to equipment or tools	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I35.D01	Solder parts or workpieces.	SolderPartsWorkpieces	Solder	Parts Workpieces	4.A.3.a.2.I35	Join parts using soldering, welding, or brazing techniques	4.A.3.a.2	Handling and Moving Objects	11
4.A.3.a.2.I35.D02	Weld metal components.	WeldMetalComponents	Weld	Metal Components	4.A.3.a.2.I35	Join parts using soldering, welding, or brazing techniques	4.A.3.a.2	Handling and Moving Objects	16
4.A.3.a.2.I35.D03	Solder parts or connections between parts.	SolderPartsConnectionsBetweenParts	Solder	Parts Connections Between Parts	4.A.3.a.2.I35	Join parts using soldering, welding, or brazing techniques	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I35.D04	Braze metal parts or components.	BrazeMetalPartsComponents	Braze	Metal Parts Components	4.A.3.a.2.I35	Join parts using soldering, welding, or brazing techniques	4.A.3.a.2	Handling and Moving Objects	3
4.A.3.a.2.I35.D05	Operate welding equipment.	OperateWeldingEquipment	Operate	Welding Equipment	4.A.3.a.2.I35	Join parts using soldering, welding, or brazing techniques	4.A.3.a.2	Handling and Moving Objects	33
4.A.3.a.2.I35.D06	Rivet metal components.	RivetMetalComponents	Rivet	Metal Components	4.A.3.a.2.I35	Join parts using soldering, welding, or brazing techniques	4.A.3.a.2	Handling and Moving Objects	0
4.A.3.a.2.I36.D01	Build models, patterns, or templates.	BuildModelsPatternsTemplates	Build	Models Patterns Templates	4.A.3.a.2.I36	Assemble products or work aids	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I36.D02	Assemble garments or textile products.	AssembleGarmentsTextileProducts	Assemble	Garments Textile Products	4.A.3.a.2.I36	Assemble products or work aids	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I36.D03	Build production molds.	BuildProductionMolds	Build	Production Molds	4.A.3.a.2.I36	Assemble products or work aids	4.A.3.a.2	Handling and Moving Objects	12
4.A.3.a.2.I36.D04	Assemble wood products.	AssembleWoodProducts	Assemble	Wood Products	4.A.3.a.2.I36	Assemble products or work aids	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I36.D05	Build construction forms or molds.	BuildConstructionFormsMolds	Build	Construction Forms Molds	4.A.3.a.2.I36	Assemble products or work aids	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I36.D06	Assemble tires.	AssembleTires	Assemble	Tires	4.A.3.a.2.I36	Assemble products or work aids	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I36.D07	Construct patterns, templates, or other work aids.	ConstructPatternsTemplatesWorkAids	Construct	Patterns Templates Work Aids	4.A.3.a.2.I36	Assemble products or work aids	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I36.D08	Assemble metal or plastic parts or products.	AssembleMetalPlasticPartsProducts	Assemble	Metal Plastic Parts Products	4.A.3.a.2.I36	Assemble products or work aids	4.A.3.a.2	Handling and Moving Objects	13
4.A.3.a.2.I37.D01	Stock products or parts.	StockProductsParts	Stock	Products Parts	4.A.3.a.2.I37	Stock supplies or products	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I37.D02	Stock medical or patient care supplies.	StockMedicalPatientCareSupplies	Stock	Medical Patient Care Supplies	4.A.3.a.2.I37	Stock supplies or products	4.A.3.a.2	Handling and Moving Objects	10
4.A.3.a.2.I37.D03	Store records or related materials.	StoreRecordsRelatedMaterials	Store	Records Related Materials	4.A.3.a.2.I37	Stock supplies or products	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I37.D04	Store supplies or goods in kitchens or storage areas.	StoreSuppliesGoodsKitchensStorage	Store	Supplies Goods Kitchens Storage	4.A.3.a.2.I37	Stock supplies or products	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I37.D05	Stock serving stations or dining areas with food or supplies.	StockServingStationsDiningAreas	Stock	Serving Stations Dining Areas	4.A.3.a.2.I37	Stock supplies or products	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I37.D06	Stock supplies or merchandise.	StockSuppliesMerchandise	Stock	Supplies Merchandise	4.A.3.a.2.I37	Stock supplies or products	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I37.D07	Store items.	StoreItems	Store	Items	4.A.3.a.2.I37	Stock supplies or products	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I38.D01	Collect biological specimens from patients.	CollectBiologicalSpecimensPatients	Collect	Biological Specimens Patients	4.A.3.a.2.I38	Collect environmental or biological samples	4.A.3.a.2	Handling and Moving Objects	29
4.A.3.a.2.I38.D02	Collect biological specimens.	CollectBiologicalSpecimens	Collect	Biological Specimens	4.A.3.a.2.I38	Collect environmental or biological samples	4.A.3.a.2	Handling and Moving Objects	6
4.A.3.a.2.I38.D03	Collect geographical or geological field data.	CollectGeographicalGeologicalFieldData	Collect	Geographical Geological Field Data	4.A.3.a.2.I38	Collect environmental or biological samples	4.A.3.a.2	Handling and Moving Objects	11
4.A.3.a.2.I38.D04	Collect geological samples.	CollectGeologicalSamples	Collect	Geological Samples	4.A.3.a.2.I38	Collect environmental or biological samples	4.A.3.a.2	Handling and Moving Objects	4
4.A.3.a.2.I38.D05	Collect environmental data or samples.	CollectEnvironmentalDataSamples	Collect	Environmental Data Samples	4.A.3.a.2.I38	Collect environmental or biological samples	4.A.3.a.2	Handling and Moving Objects	14
4.A.3.a.2.I39.D01	Apply mortar.	ApplyMortar	Apply	Mortar	4.A.3.a.2.I39	Apply materials to fill gaps or imperfections	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I39.D02	Seal gaps or cracks to prevent leakage or moisture intrusion.	SealGapsCracksPreventLeakage	Seal	Gaps Cracks Prevent Leakage	4.A.3.a.2.I39	Apply materials to fill gaps or imperfections	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I39.D03	Fill cracks, imperfections, or holes in products or workpieces.	FillCracksImperfectionsHolesProducts	Fill	Cracks Imperfections Holes Products	4.A.3.a.2.I39	Apply materials to fill gaps or imperfections	4.A.3.a.2	Handling and Moving Objects	8
4.A.3.a.2.I39.D04	Apply material to fill gaps in surfaces.	ApplyMaterialFillGapsSurfaces	Apply	Material Fill Gaps Surfaces	4.A.3.a.2.I39	Apply materials to fill gaps or imperfections	4.A.3.a.2	Handling and Moving Objects	20
4.A.3.a.2.I40.D01	Apply parting agents or other solutions to molds.	ApplyPartingAgentsSolutionsMolds	Apply	Parting Agents Solutions Molds	4.A.3.a.2.I40	Remove workpieces from production equipment	4.A.3.a.2	Handling and Moving Objects	9
4.A.3.a.2.I40.D02	Remove workpieces from molds.	RemoveWorkpiecesMolds	Remove	Workpieces Molds	4.A.3.a.2.I40	Remove workpieces from production equipment	4.A.3.a.2	Handling and Moving Objects	7
4.A.3.a.2.I40.D03	Remove products or workpieces from production equipment.	RemoveProductsWorkpiecesProductionEquipment	Remove	Products Workpieces Production Equipment	4.A.3.a.2.I40	Remove workpieces from production equipment	4.A.3.a.2	Handling and Moving Objects	34
4.A.3.a.2.I41.D01	Align equipment or machinery.	AlignEquipmentMachinery	Align	Equipment Machinery	4.A.3.a.2.I41	Position materials or components for assembly	4.A.3.a.2	Handling and Moving Objects	16
4.A.3.a.2.I41.D02	Lay out parts to prepare for assembly.	LayOutPartsPrepareAssembly	Lay	Out Parts Prepare Assembly	4.A.3.a.2.I41	Position materials or components for assembly	4.A.3.a.2	Handling and Moving Objects	5
4.A.3.a.2.I41.D03	Position structural components.	PositionStructuralComponents	Position	Structural Components	4.A.3.a.2.I41	Position materials or components for assembly	4.A.3.a.2	Handling and Moving Objects	15
4.A.3.a.2.I41.D04	Align parts or workpieces to ensure proper assembly.	AlignPartsWorkpiecesEnsureProper	Align	Parts Workpieces Ensure Proper	4.A.3.a.2.I41	Position materials or components for assembly	4.A.3.a.2	Handling and Moving Objects	31
4.A.3.a.2.I41.D05	Mark reference points on construction materials.	MarkReferencePointsConstructionMaterials	Mark	Reference Points Construction Materials	4.A.3.a.2.I41	Position materials or components for assembly	4.A.3.a.2	Handling and Moving Objects	26
4.A.3.a.2.I41.D06	Lay out work according to specifications.	LayOutWorkAccordingSpecifications	Lay	Out Work According Specifications	4.A.3.a.2.I41	Position materials or components for assembly	4.A.3.a.2	Handling and Moving Objects	6
